clip_id,scenario_id,subject_id,filepath,orig_filename,duration_s,fps,resolution,frame_count,sha256,recorded_at,split_scenario,split_subject,split_random_leaky_DO_NOT_USE_FOR_EVAL
S05_F02_c038,S05_F02,P02,raw/clips/classroom/S05_F02/S05_F02_c038.mp4,S05_F02_c038.mp4,5.4,15,640x480,81,ce62e20334f4f0306eede11a47f7b355d835afc46bc49a6b41a99a85c424b0f3,,val,train,train
S05_F02_c039,S05_F02,P02,raw/clips/classroom/S05_F02/S05_F02_c039.mp4,S05_F02_c039.mp4,6.333,15,640x480,95,d04d35214092b2c4d8d3715ae0cc32a17e23569ec34f2953dff2539f2e20603f,,val,train,test
S05_F02_c040,S05_F02,P06,raw/clips/classroom/S05_F02/S05_F02_c040.mp4,S05_F02_c040.mp4,5.4,15,640x480,81,77fc6b1a6dde54f7a1d6d4e4e6fd5e292a538b7fc488f9123206e87e99e5892c,,val,train,train
S05_F02_c041,S05_F02,P06,raw/clips/classroom/S05_F02/S05_F02_c041.mp4,S05_F02_c041.mp4,5.4,15,640x480,81,252fbd5e8be2e5806932716d5a6162e8b5b9d2a43f476e99cc2e2c99c4a0e25e,,val,train,val
S05_F02_c042,S05_F02,P06,raw/clips/classroom/S05_F02/S05_F02_c042.mp4,S05_F02_c042.mp4,6,15,640x480,90,f2f5ed73b07d9a631ede654961a023813d1cdf2054a3188b0c484c6550205c40,,val,train,val
S05_F02_c043,S05_F02,P03,raw/clips/classroom/S05_F02/S05_F02_c043.mp4,S05_F02_c043.mp4,5.667,15,640x480,85,a79a52f67be25d6a0d5bad6ac9fbfe277862cab35400e8a141f8cb871adff897,,val,test,train
S05_F02_c044,S05_F02,P03,raw/clips/classroom/S05_F02/S05_F02_c044.mp4,S05_F02_c044.mp4,5.467,15,640x480,82,b1ad257d9d5e5f1b9c02334e70d76349cab8b97f11ea7aae4281e37b0dfcb2c1,,val,test,train
S05_F02_c045,S05_F02,P03,raw/clips/classroom/S05_F02/S05_F02_c045.mp4,S05_F02_c045.mp4,5.867,15,640x480,88,a6c4ba821aa336a238ef18e7165092c7f9d247c2c8f244904f9f9b6a07848df0,,val,test,val
S05_F02_c046,S05_F02,P03,raw/clips/classroom/S05_F02/S05_F02_c046.mp4,S05_F02_c046.mp4,5.8,15,640x480,87,c4c5fa0889e91a297dcdf9f202d6f50adaf08c6052a6110caa1e1dbb6d4e140b,,val,test,test
S05_F02_c047,S05_F02,P03,raw/clips/classroom/S05_F02/S05_F02_c047.mp4,S05_F02_c047.mp4,6.667,15,640x480,100,16d6291840da8dc20345c0dfeaff7cdaef4c0aa1a934d7345e3f46af31c13a2f,,val,test,train
S05_F02_c048,S05_F02,P01,raw/clips/classroom/S05_F02/S05_F02_c048.mp4,S05_F02_c048.mp4,5.467,15,640x480,82,fbce29246b2f75b79a7a614769cfc60458b8e8a12088de884b94469c41ddc9c2,,val,train,train
S05_F02_c049,S05_F02,P01,raw/clips/classroom/S05_F02/S05_F02_c049.mp4,S05_F02_c049.mp4,4.933,15,640x480,74,a1d8fc4f1c622fcc86ab381c1a634b1328b8bafde86ca14bc434dad6f10b1d05,,val,train,train
S05_F02_c050,S05_F02,P01,raw/clips/classroom/S05_F02/S05_F02_c050.mp4,S05_F02_c050.mp4,5.333,15,640x480,80,6ce75ef5dcda6fce3e108c7861c7049909137f8aff854e6ff57be0bc4a1514fb,,val,train,train
S06_F08_c001,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c001.mp4,S06_F08_c001.mp4,5.067,15,640x480,76,9837e92a69f087cbf1f7afc30de5b210e4d440308234f18ddb71ea4cf21428fa,,train,train,train
S06_F08_c002,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c002.mp4,S06_F08_c002.mp4,5.467,15,640x480,82,fc43d79929fbd81ffe2b81c2f98220cc9141345621f58c447f6cd94621be2162,,train,train,train
S06_F08_c003,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c003.mp4,S06_F08_c003.mp4,5.267,15,640x480,79,17f272265bdeddff65bd4626c3b84def11635ef1a82f10a48a729ee62cb7f22f,,train,train,train
S06_F08_c004,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c004.mp4,S06_F08_c004.mp4,5.467,15,640x480,82,eb200aefc16f5d11454f7329a31d92635b8c7f372f88c9eb9aba80f7da57d870,,train,train,train
S06_F08_c005,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c005.mp4,S06_F08_c005.mp4,5.333,15,640x480,80,035d3338e3c2655bf1f54e70064fe840113a53285737d105b5c48551f6735cbd,,train,train,train
S06_F08_c006,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c006.mp4,S06_F08_c006.mp4,5.333,15,640x480,80,20e7951e513298e9c00f0d2f7135a484632ae09b7f950953b501e0c6eecae96f,,train,train,train
S06_F08_c007,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c007.mp4,S06_F08_c007.mp4,5.4,15,640x480,81,06877fe0561fb12b3cf4bad7a6dbd7d569bd537296f7b0a6211b6a259e4a5333,,train,train,val
S06_F08_c008,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c008.mp4,S06_F08_c008.mp4,5.267,15,640x480,79,a01d08be0d2316f39346ac15b2e142acc3152e424783e476b4b903a0e6d7e555,,train,train,train
S06_F08_c009,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c009.mp4,S06_F08_c009.mp4,5.4,15,640x480,81,795ececd1ce93ad08de097e1d20f50e48c6ba8807c69765ec2d87e8927c1b5b7,,train,train,train
S06_F08_c010,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c010.mp4,S06_F08_c010.mp4,5.6,15,640x480,84,e411bb36169556ecda9ceebfc80b572ab9107dc7a0d7abe82017d755edc27fef,,train,test,val
S06_F08_c011,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c011.mp4,S06_F08_c011.mp4,5.333,15,640x480,80,f0f447071c685d4ba470cadb27eb3f2ab66744eccb556fd9a275c5ec31beb08b,,train,test,val
S06_F08_c012,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c012.mp4,S06_F08_c012.mp4,5.2,15,640x480,78,77c50cd2b3f531863e37b04463a9ce8ed3a1462a2be831232219efe14f8e9db9,,train,test,train
S06_F08_c013,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c013.mp4,S06_F08_c013.mp4,5.333,15,640x480,80,e7151ad2ab043ff73eaebba39a72a72df973cf089008cddbb844873e1ea420ed,,train,test,val
S06_F08_c014,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c014.mp4,S06_F08_c014.mp4,5,15,640x480,75,8118614e3fe1eb643c8e8dbcd0a78b330f929e467b7f87dea385d648351025f2,,train,test,train
S06_F08_c015,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c015.mp4,S06_F08_c015.mp4,5.533,15,640x480,83,c05423e4e0a4be7055ce64d7b1e6194bd15c76f52c614fc076c0026483aa297a,,train,test,train
S06_F08_c016,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c016.mp4,S06_F08_c016.mp4,5.533,15,640x480,83,449beef95907e6a478f9df108f4fa6b58479a491987e52a66a723f00382c6b74,,train,train,train
S06_F08_c017,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c017.mp4,S06_F08_c017.mp4,6.533,15,640x480,98,6a3ddffeb30e65c890f806ccecae6cf455c9c304961ef7133b3cacd169792fd8,,train,train,test
S06_F08_c018,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c018.mp4,S06_F08_c018.mp4,5.733,15,640x480,86,7bd4e698fa3409ebfbc5f9eac7a07a083d778e6ee191ded0f720e339f04ce856,,train,train,train
S06_F08_c019,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c019.mp4,S06_F08_c019.mp4,6.067,15,640x480,91,7fecda17556078c45583d79463a3a7fdd4234ca079f9444bdd926c8d474228c2,,train,train,train
S06_F08_c020,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c020.mp4,S06_F08_c020.mp4,5.267,15,640x480,79,e1cc47a711be8e6b1e53bd3846100ba11a7fda56b86da36dff983adb644c0475,,train,train,train
S06_F08_c021,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c021.mp4,S06_F08_c021.mp4,7.133,15,640x480,107,1dbb6ea61f735c0b8d61b99bc7091727e37824eacb48f95f48486cd5975e871d,,train,train,train
S06_F08_c022,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c022.mp4,S06_F08_c022.mp4,5.067,15,640x480,76,8eee4b61099cc6cc85e2d724cad962e8bf46a3fbfc526a38ae23e3f31b506640,,train,train,test
S06_F08_c023,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c023.mp4,S06_F08_c023.mp4,5.067,15,640x480,76,ac24ae68184ffccb6a4136033e0dda294eace2bb15a3ae15c4773ecb049d3ab0,,train,train,train
S06_F08_c024,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c024.mp4,S06_F08_c024.mp4,5.533,15,640x480,83,3996fc5c235c34407ec1a25fb5d0bf87daf428aaefc8c952f016bf034431c7a6,,train,train,train
S06_F08_c025,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c025.mp4,S06_F08_c025.mp4,5.2,15,640x480,78,3e0dc1cc68a15a01d51cc5f24acf577918c690ff33df44f24f36de753d228334,,train,train,val
S06_F08_c026,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c026.mp4,S06_F08_c026.mp4,5.067,15,640x480,76,05b916ea1f7dbccd99e1fe30d08e2f441f8691862d3617cdce09de2c5c2f0829,,train,train,train
S06_F08_c027,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c027.mp4,S06_F08_c027.mp4,5.4,15,640x480,81,845a5376235c542e469c497e694688e9a81104b493ded411c3675bd36bc62fe7,,train,train,test
S06_F08_c028,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c028.mp4,S06_F08_c028.mp4,5.2,15,640x480,78,735f7768a67159a1f6d35314c7c1a3bc26e771ee7f51be9a9e9465c90bf7495d,,train,train,train
S06_F08_c029,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c029.mp4,S06_F08_c029.mp4,5.4,15,640x480,81,e820d30cf99ff011ec29db0ee4bfd7694179103d4e07cac1c7b12d5d2b02f3f0,,train,train,train
S06_F08_c030,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c030.mp4,S06_F08_c030.mp4,5.067,15,640x480,76,bbd0dc3a6eaaa738d624f4dbd28f30dab0a24505415bb84aea71d6c246c5d738,,train,train,test
S06_F08_c031,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c031.mp4,S06_F08_c031.mp4,5.333,15,640x480,80,491f5258ae924046156c200fca3f6bca8997638261cb191372fb38773f3ea303,,train,train,test
S06_F08_c032,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c032.mp4,S06_F08_c032.mp4,5.733,15,640x480,86,a453a828a2d259552351509129be67b2c38c8f1be408ce80251bba5fc1a812c7,,train,train,train
S06_F08_c033,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c033.mp4,S06_F08_c033.mp4,5.867,15,640x480,88,704e800379184c245d1e7a8938b18461c3b93bc4321c587de41648f63e3718b6,,train,train,train
S06_F08_c034,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c034.mp4,S06_F08_c034.mp4,6.533,15,640x480,98,ef617a351df6201b49e333698da6defe98e48786e05eafc673f7abeffadea625,,train,train,test
S06_F08_c035,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c035.mp4,S06_F08_c035.mp4,5.133,15,640x480,77,09ad967b8aa0972a4c98a3ad9541cfc2f2258a69daa13ac7b39a0c8a01aa2104,,train,train,train
S06_F08_c036,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c036.mp4,S06_F08_c036.mp4,5.733,15,640x480,86,28408d91be08af27739de7e74285807f98992130aeb213ac75ef7a800ae376ea,,train,train,train
S06_F08_c037,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c037.mp4,S06_F08_c037.mp4,5.2,15,640x480,78,f9694f57a8cb50ada56f6379bb072946cd4ed86a67800b4c661023312908b878,,train,test,test
S06_F08_c038,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c038.mp4,S06_F08_c038.mp4,5.2,15,640x480,78,b09d731f0e87118cf433da5cb614825ba570b4053832d572eab06a85f16b2cf2,,train,test,test
S06_F08_c039,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c039.mp4,S06_F08_c039.mp4,5.133,15,640x480,77,18774912197b289eb06c9464fd2f3728d35e866a211175b480dd94248f1641ab,,train,test,train
S06_F08_c040,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c040.mp4,S06_F08_c040.mp4,5.333,15,640x480,80,d1733f40201c0977d880f35ece2df74a75d981be59369a6805e1056f378512a2,,train,test,train
S06_F08_c041,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c041.mp4,S06_F08_c041.mp4,5.067,15,640x480,76,745576f7d9c2a35f4bb1b053f07ffc73897cec6adfe7797fcde5b001a04fba46,,train,test,val
S06_F08_c042,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c042.mp4,S06_F08_c042.mp4,5.333,15,640x480,80,297c573b2e67d089ee02db233e979d988582120e86252ffd2759c05338ab250f,,train,test,test
S06_F08_c043,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c043.mp4,S06_F08_c043.mp4,5.067,15,640x480,76,27448b95b415a2ecd1e42e4a3fc62bd3e622db32efc2f9a511ba3f18b9a13e39,,train,train,train
S06_F08_c044,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c044.mp4,S06_F08_c044.mp4,4.733,15,640x480,71,c69b976f93d5656e0543c88384a49f3a97eb6dd01672de30455283fc1eef2d46,,train,train,val
S06_F08_c045,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c045.mp4,S06_F08_c045.mp4,5.267,15,640x480,79,f41ea49c679f236247f4da9db9791debe4a54b7095db216c326cfd155f6b7679,,train,train,train
S06_F08_c046,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c046.mp4,S06_F08_c046.mp4,6.267,15,640x480,94,e77bcfd28111222943eb0e540d309c28c9a9fccb121db7086ad6d40429f33d9d,,train,train,train
S06_F08_c047,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c047.mp4,S06_F08_c047.mp4,6.267,15,640x480,94,e77bcfd28111222943eb0e540d309c28c9a9fccb121db7086ad6d40429f33d9d,,train,train,train
S06_F08_c048,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c048.mp4,S06_F08_c048.mp4,5.067,15,640x480,76,c7e1766e2de95afbd1fb2bcfefaabd57b54abd843cf3273b0d3788c0d5b50fad,,train,train,train
S06_F08_c049,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c049.mp4,S06_F08_c049.mp4,6.667,15,640x480,100,ae09483dee7299db948deaed0d4be19560cf1cebe81fbfbb93d3338aff00f6d0,,train,train,train
S06_F08_c050,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c050.mp4,S06_F08_c050.mp4,6.733,15,640x480,101,2c0a60debaf87c4c970bbad2857b69efad3454c7cde872bad1c91d133eab70a7,,train,train,train
S06_F08_c051,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c051.mp4,S06_F08_c051.mp4,6.733,15,640x480,101,2c0a60debaf87c4c970bbad2857b69efad3454c7cde872bad1c91d133eab70a7,,train,train,train
S06_F08_c052,S06_F08,P02,raw/clips/classroom/S06_F08/S06_F08_c052.mp4,S06_F08_c052.mp4,4.933,15,640x480,74,a141d6d7a2553373bdcf936ce03c41e86699a0dac9a2388cdcf9aabcd324546b,,train,train,train
S06_F08_c053,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c053.mp4,S06_F08_c053.mp4,6.933,15,640x480,104,c9dfe5ea4303034c947ccfb34a5bc0a69f7aa69db4933b07da3ab9e2b49941dc,,train,train,train
S06_F08_c054,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c054.mp4,S06_F08_c054.mp4,6.933,15,640x480,104,c9dfe5ea4303034c947ccfb34a5bc0a69f7aa69db4933b07da3ab9e2b49941dc,,train,train,test
S06_F08_c055,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c055.mp4,S06_F08_c055.mp4,6.733,15,640x480,101,318ba04ec19e8f2eb806df0a0da32808ef024f3c0bf950e16c3033c1b4640df7,,train,train,val
S06_F08_c056,S06_F08,P06,raw/clips/classroom/S06_F08/S06_F08_c056.mp4,S06_F08_c056.mp4,6.733,15,640x480,101,318ba04ec19e8f2eb806df0a0da32808ef024f3c0bf950e16c3033c1b4640df7,,train,train,train
S06_F08_c057,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c057.mp4,S06_F08_c057.mp4,5.4,15,640x480,81,5acc5cf1ffb22c8428d4226b4d1f0c6c729c6193ab0838df05423889ab68c676,,train,test,train
S06_F08_c058,S06_F08,P03,raw/clips/classroom/S06_F08/S06_F08_c058.mp4,S06_F08_c058.mp4,6,15,640x480,90,ab88c9ddcf9dd05959cf3befac35aeeb4f145b87293acfb634d655dfaf038ff2,,train,test,train
S06_F08_c059,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c059.mp4,S06_F08_c059.mp4,5.267,15,640x480,79,1a6cf0690a64ac58b9a148d8ced8aefac26cd5af08f185ab65cabdf2482551da,,train,train,train
S06_F08_c060,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c060.mp4,S06_F08_c060.mp4,5.133,15,640x480,77,f7cd47d42ccac3bbd122c1a84689f8c7a2b4b1b959434e2d4434b26433f432c7,,train,train,train
S06_F08_c061,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c061.mp4,S06_F08_c061.mp4,5.133,15,640x480,77,f7cd47d42ccac3bbd122c1a84689f8c7a2b4b1b959434e2d4434b26433f432c7,,train,train,val
S06_F08_c062,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c062.mp4,S06_F08_c062.mp4,5.2,15,640x480,78,2f79c1dd95e4777bf970cdeb410deac0165245e6b96fa58483f36315239b4622,,train,train,train
S06_F08_c063,S06_F08,P01,raw/clips/classroom/S06_F08/S06_F08_c063.mp4,S06_F08_c063.mp4,5.2,15,640x480,78,2f79c1dd95e4777bf970cdeb410deac0165245e6b96fa58483f36315239b4622,,train,train,train
S07_F03_c001,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c001.mp4,S07_F03_c001.mp4,5.2,15,640x480,78,b01b609db57106035cbcd3cf3bbce06408efcb80fbf89e6d6b2251b018ffed47,,train,train,train
S07_F03_c002,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c002.mp4,S07_F03_c002.mp4,6.4,15,640x480,96,9f66de71439ba8866e2d294eb5a5326b4ffa569c4868e0f82590d78bde8f8ceb,,train,train,train
S07_F03_c003,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c003.mp4,S07_F03_c003.mp4,5.867,15,640x480,88,c2e1d66ea16d93163f1fe6368b18554e0d7ca69bbd9e4ce348d0261a3829caf8,,train,train,train
S07_F03_c004,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c004.mp4,S07_F03_c004.mp4,5.867,15,640x480,88,9f471016cfe91fa8a75c4a714b90ee1c211f1a54509eb44544efacbe740089f6,,train,train,train
S07_F03_c005,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c005.mp4,S07_F03_c005.mp4,5.133,15,640x480,77,8c9895ad57c25aeef3f41c71f47ab3c28e4a2489734ba21977ecc3be9013c2bf,,train,train,train
S07_F03_c006,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c006.mp4,S07_F03_c006.mp4,5.267,15,640x480,79,2bc8024d734ad45b2233020c2beb5cffff1bd867e18c2e634b56d08b52d454c6,,train,train,test
S07_F03_c007,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c007.mp4,S07_F03_c007.mp4,5.6,15,640x480,84,041d9937f90163396a3bba56b25a2feb3d8b90f07a58bccd72eb26de8fa3d120,,train,train,train
S07_F03_c008,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c008.mp4,S07_F03_c008.mp4,4.8,15,640x480,72,0e7309222e10f84d338ccd6f864a4489664ba721d4f67393360a0055be9a7d34,,train,train,train
S07_F03_c009,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c009.mp4,S07_F03_c009.mp4,5.533,15,640x480,83,49aae2397aaec3e969a7cc5c6debb11ea397aa20215f3a46b98988029c0e244f,,train,train,train
S07_F03_c010,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c010.mp4,S07_F03_c010.mp4,5.267,15,640x480,79,1b1eefbc64d3e16245f1b54386e85331d00bd9f3dcea7556400867acf75925bb,,train,train,train
S07_F03_c011,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c011.mp4,S07_F03_c011.mp4,6,15,640x480,90,e9106e9169f451aa369a2179dcd8c7fa888f4c86fd8c55911f68fa4d444fb719,,train,train,train
S07_F03_c012,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c012.mp4,S07_F03_c012.mp4,5.867,15,640x480,88,e2eb8c87509ada38fb9983c04c11c6ac3343e0ac95942bc3cd9c0d52c4c025dd,,train,train,train
S07_F03_c013,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c013.mp4,S07_F03_c013.mp4,6.533,15,640x480,98,968f8e93614c1a07e7dbcc530f71e01d8e12e076a62c3bf2f5d2425cfb3e580d,,train,train,train
S07_F03_c014,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c014.mp4,S07_F03_c014.mp4,6.933,15,640x480,104,629e59c73820a6c700d097eeb3988a428ece38eb0a0952f220705fc8209b34b9,,train,train,train
S07_F03_c015,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c015.mp4,S07_F03_c015.mp4,6.8,15,640x480,102,773514e56404e9f89847c757e3ab4c43ae98c0c5bf2bc0262b2209f54778d266,,train,train,train
S07_F03_c016,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c016.mp4,S07_F03_c016.mp4,6.667,15,640x480,100,8e9e471a08f12ac4e3eda5aeb1f82ae071300e956c71e3e76377a4967537aacd,,train,train,val
S07_F03_c017,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c017.mp4,S07_F03_c017.mp4,5.067,15,640x480,76,be4967dc6c1d11a7e282547eeb54d0e242110b9c0a49c01a02a3bcbcd6e123dd,,train,train,train
S07_F03_c018,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c018.mp4,S07_F03_c018.mp4,5.267,15,640x480,79,bfcb3ec3a91dd6638c25e93be66f145ffcc2e83060d5a9b1ad16599bf67cc1a0,,train,train,train
S07_F03_c019,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c019.mp4,S07_F03_c019.mp4,5.4,15,640x480,81,94ae0fc17c8628b8ca273134ae531c98f9d5df6bff79f54065d7e88e58f8f9f4,,train,train,val
S07_F03_c020,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c020.mp4,S07_F03_c020.mp4,5,15,640x480,75,f491fffce057a3f10a4f6e1dfab6035f391d52e33e5de8e627fe86a8c4194a95,,train,train,train
S07_F03_c021,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c021.mp4,S07_F03_c021.mp4,5.067,15,640x480,76,709bb2237a0e767e2063a593038b3eeb6db226595903adf09bd4ea56cbb462d8,,train,train,train
S07_F03_c022,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c022.mp4,S07_F03_c022.mp4,5,15,640x480,75,1918a41c19365b4bb9b04a8454de2f647a32ab8c595c538ea337a21251104c72,,train,train,train
S07_F03_c023,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c023.mp4,S07_F03_c023.mp4,6.467,15,640x480,97,1af2d4190fa7c27964c5d6690ebe81068c672571986e7d8ec86150ea8c8c7996,,train,train,train
S07_F03_c024,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c024.mp4,S07_F03_c024.mp4,6.267,15,640x480,94,f8b52dc1375bed6d9c521298fe6a4cc267d4d9127015188d33626c1c6efff4dd,,train,train,train
S07_F03_c025,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c025.mp4,S07_F03_c025.mp4,5.867,15,640x480,88,aaa9100fbc0737fda6f516906acc2fd1a785e3d0d7d243a59e84addfdb8f160c,,train,train,train
S07_F03_c026,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c026.mp4,S07_F03_c026.mp4,6.067,15,640x480,91,6f038d41184de6168ce1f4b50994f2b166f6fb86c4b2081759b09428264f325c,,train,train,train
S07_F03_c027,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c027.mp4,S07_F03_c027.mp4,6.067,15,640x480,91,6f038d41184de6168ce1f4b50994f2b166f6fb86c4b2081759b09428264f325c,,train,train,train
S07_F03_c028,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c028.mp4,S07_F03_c028.mp4,6.267,15,640x480,94,d88754d93aab869d4edd98790967d5894656267efaf00af5a64e7c76a71c364f,,train,train,train
S07_F03_c029,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c029.mp4,S07_F03_c029.mp4,6.267,15,640x480,94,d88754d93aab869d4edd98790967d5894656267efaf00af5a64e7c76a71c364f,,train,train,train
S07_F03_c030,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c030.mp4,S07_F03_c030.mp4,6.4,15,640x480,96,87922e10a2a5215aec48c14cf1fba88c198cd72ecfc684a6440e9f9778284930,,train,train,val
S07_F03_c031,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c031.mp4,S07_F03_c031.mp4,6.4,15,640x480,96,87922e10a2a5215aec48c14cf1fba88c198cd72ecfc684a6440e9f9778284930,,train,train,train
S07_F03_c032,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c032.mp4,S07_F03_c032.mp4,5.333,15,640x480,80,b277ec2a249722a805569df39e36400cb5bf8d32ce06f53ac9a3a8e84ee3d12c,,train,train,train
S07_F03_c033,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c033.mp4,S07_F03_c033.mp4,5.133,15,640x480,77,94d77a15174ca625af32be005fa1dd5040b8e661d1072fdcb957ce4eaf23bd15,,train,train,val
S07_F03_c034,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c034.mp4,S07_F03_c034.mp4,5.533,15,640x480,83,31f9c1588f8a13e36a8c1f0f142795e00a3dfab3c35336e7849b1c9bfea2e160,,train,train,test
S07_F03_c035,S07_F03,P06,raw/clips/classroom/S07_F03/S07_F03_c035.mp4,S07_F03_c035.mp4,5.133,15,640x480,77,ee5c209431d382f676991580aa105de90b78543a4efcf47c9e4d950e1b896b1a,,train,train,train
S07_F03_c036,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c036.mp4,S07_F03_c036.mp4,5,15,640x480,75,981f11bae951abb9c3c00509a1865397a4e11cee4188e0f4bb12c7fc094710d4,,train,train,train
S07_F03_c037,S07_F03,P01,raw/clips/classroom/S07_F03/S07_F03_c037.mp4,S07_F03_c037.mp4,5.4,15,640x480,81,467bb89f5fbb65b440401de44b5927e22cff02ecd90c36d1a50303b34a14295f,,train,train,train
S07_F03_c038,S07_F03,P02,raw/clips/classroom/S07_F03/S07_F03_c038.mp4,S07_F03_c038.mp4,5.933,15,640x480,89,2a21ccc12568cd89384d25c8d0aa0d3c5de451b4c516b8e8a69d62db2b842312,,train,train,train
